condition,N,auroc_mean,auroc_ci_lo,auroc_ci_hi,auroc_seed_std,bacc,f1,sens,spec,brier,ece
depression,35,0.6214,0.416,0.816,0.0141,0.6924,0.6197,0.85,0.5348,0.2235,0.0943
