rep,nl_pct,mfcc_pct,covarep_pct
186,27.476118505262388,41.55041533435404,30.97346616038357
187,26.17425421678598,46.731855507443726,27.09389027577029
188,26.013736121500443,31.860589217988476,42.12567466051109
189,26.54521992659866,38.73326701065528,34.721513062746055
190,29.87307453036538,37.872934465512465,32.25399100412216
191,23.454580499519093,36.90268648305183,39.64273301742908
192,33.497578217220465,43.25350257096743,23.248919211812108
193,26.568577192407435,40.219305627323216,33.21211718026936
194,22.268584502931205,38.87831148099824,38.85310401607055
195,24.827098081501006,41.95839590094781,33.21450601755117
196,22.230476654259707,44.98388903732503,32.78563430841527
197,26.798145733891065,34.83817746481362,38.36367680129531
198,27.515013848953853,34.28920098193476,38.19578516911139
199,30.04457361732846,40.63606648352656,29.319359899144985
