condition,model,protocol,auroc,auroc_ci_lo,auroc_ci_hi,accuracy,sensitivity,specificity,permutation_p,significance
depression,COVAREP+SVM+SelectKBest,AVEC2017 Official Dev,0.6341,0.3,0.705,0.6571,0.0,1.0,0.11,ns
