mfcc_pct,nl_pct,oth_pct
85.58451952454725,9.000700865550204,5.414779609902559
82.64870112230521,9.062063806694288,8.289235071000503
75.78435127022372,16.93475205206621,7.280896677710072
79.1630862317115,15.14365003187083,5.693263736417678
71.86942918371496,22.004997034148985,6.125573782136064
85.4690830090089,8.67324737696022,5.857669614030884
77.60953419835799,15.080640482361941,7.309825319280066
79.80844296654557,10.487337465943977,9.704219567510448
82.53550323642425,8.725694252838425,8.738802510737317
79.26435230616603,16.11175671533093,4.623890978503041
81.15356557082139,8.963686236364614,9.882748192814004
67.27611299118306,16.48892880956794,16.234958199249
84.41910819726385,11.348526676180805,4.232365126555348
77.04726139157546,16.31511597352017,6.637622634904364
72.98635216998287,18.20878342242169,8.804864407595446
78.4784181364537,13.929713685268737,7.591868178277559
77.76274056322222,12.055236503082934,10.182022933694833
74.50869245677787,16.08094947570313,9.410358067519008
76.09722076527964,9.494527969485228,14.408251265235124
74.32429207384021,14.6678952164946,11.007812709665188
82.21713824219073,9.63705379089139,8.145807966917891
74.23649370787832,10.195328377201516,15.568177914920163
79.81084691023509,13.315447379456954,6.873705710307964
68.77014442579167,9.741699671736574,21.488155902471753
86.58174812099695,7.119882746946949,6.298369132056106
83.19071194691226,6.52085695222429,10.28843110086346
83.37689287566401,9.73072922284932,6.892377901486679
81.35045662427365,13.461594780672819,5.187948595053517
70.78694829862862,19.56623435200955,9.646817349361845
77.06756434108543,13.304701297455189,9.627734361459384
73.67136212203123,17.2451066140082,9.08353126396058
83.73970401603951,10.07582230358265,6.184473680377857
69.95860303725375,16.520606411677953,13.520790551068291
70.1134108853215,11.117477651414436,18.76911146326406
72.23658776029933,14.586356067596146,13.177056172104518
77.11286917277889,11.508977568691495,11.378153258529606
74.11355762417503,14.503903594406236,11.382538781418733
80.08213778928166,13.139168620427947,6.778693590290398
80.39470342183198,9.520340728835297,10.084955849332736
75.7353583201806,14.151518283726041,10.113123396093371
77.12389526705765,16.124612528604843,6.751492204337505
85.20662858363173,8.062451044326233,6.730920372042029
72.75138376421367,11.857822953309256,15.390793282477079
79.25140663632126,10.035353038784818,10.713240324893913
81.05828125686746,13.088644893671619,5.853073849460916
74.59068813680734,13.595173986971385,11.814137876221276
85.36268592188472,8.446331253404162,6.190982824711115
75.91464914492235,10.546804835009256,13.538546020068395
77.92453750713821,12.804935702036577,9.270526790825212
78.5181307061911,9.948150699726861,11.533718594082035
83.00426435301594,7.48546918353076,9.5102664634533
73.36664263679654,15.82094476005705,10.812412603146418
75.66228129711655,15.626786016406644,8.71093268647681
76.32700199597089,14.721382370984447,8.951615633044659
84.34599449869334,10.254892394359818,5.399113106946843
86.37578750644533,8.57189909177828,5.0523134017763836
72.20040449854463,16.521159681949293,11.278435819506093
82.74579576684857,9.498717409377118,7.755486823774308
82.96516752292179,10.833932582082532,6.20089989499569
76.29261628873418,9.884921418352963,13.822462292912851
71.68241909185167,17.37161837142548,10.945962536722853
73.29291111380323,11.460813691873438,15.246275194323339
81.00276034885358,11.42081628556883,7.576423365577581
75.02272603912331,12.828209289428802,12.149064671447872
76.84740873192555,14.980197224121351,8.172394043953105
70.47141918773306,14.480355065722053,15.04822574654489
73.61471179935141,17.612999029697857,8.772289170950724
71.21379232535429,17.546861634753412,11.239346039892306
76.50471137087735,18.289021390871238,5.206267238251427
